Name,Model,Description,URL
Innovative Soloist Series IP200 Med Soft Birch Marimba Mallets,MODEL: IP200,"The Innovative Percussion IP200 Soloist Series Medium Soft Marimba Mallets are designed for use in the middle 3 octaves of a 5 octave marimba and feature 100% wool yarn, birch handles and hard rubber cores that help to create a full, rich tome and warm fundamental.

Designed with the marimba virtuoso in mind, the Soloist Series is constructed using hard rubber cores, covered in a series of latex combinations. The mallets are wrapped is a 100% wool wrap, custom manufactured specifically for Innovative Percussion, which delivers a brilliant, rich tone with the warmest fundamental possible in all registers of the marimba. The series is offered on birch handles that are polished for the smoothest natural finish. Each step of production insures a mallet designed to meet the highest standards of today's most demanding marimbist.",https://www.steveweissmusic.com/products/innovative-ip200
Marimba One Double Helix DHB6 Soft Birch Mallets,N/A,"The Double Helix Series was developed to bring out the warmth of the fundamental throughout the range of the 5-octave marimba. The relaxed yarn tension on these mallets enhances the smooth, dark attack of the mallet.

The exclusive patent pending ""double helix wrap"" technique allows you to easily identify each mallet in the series. Two strands of yarn are wrapped independently of each other, creating a woven effect. After one of the strands makes a revolution around the mallet head, the other strand makes a revolution, securing the previous strand. This locks the yarn in place and prevents it from unraveling. This unique method of wrapping provides our mallets with their distinct look, and exceptional sound.",https://www.steveweissmusic.com/products/marimba-one-double-helix-dhb6
Vic Firth Terry Gibbs Keyboard - Medium Hard - Green Cord,MODEL: M32,"Vic Firth M32 Terry Gibbs Vibraphone or Marimba Mallets were conceived through extensive discussion and research with Terry Gibbs. Medium hard vibe or marimba. Rattan handles.

Length = 15 1/4""",https://www.steveweissmusic.com/products/vic-firth-m32-terry-gibbs-mallets
Innovative Sandi Rennick Series Medium Hard Marimba Mallets,MODEL: IP4002.5,"Constructed with uniquely weighted compact cores, the IP4000 series marimba mallets were designed to the specifications of Sandi Rennick, the Front Ensemble Arranger of the 9-time DCI World Champion Santa Clara Vanguard. Putting more weight in the players hands, these models produce a focused sound which speaks quickly, and was created with today's modern amplified keyboard section in mind.

Starting with durable birch handles in a matte finish, these implements are also wrapped with synthetic yarn which makes them able to withstand the needs of rigorous rehearsal and performance schedules. The versatility found in the Sandi Rennick series makes balancing and blending your ensemble easier than ever before.

Sandi Rennick Series
IP4001: Soft Marimba
IP4001C: Soft Marimba - Cord
IP4002: Medium Marimba
IP4002C: Medium Marimba - Cord
IP4002.5: Medium Hard Marimba
IP4002.5C: Medium Hard Marimba - Cord
IP4003: Hard Marimba
IP4003C: Hard Marimba - Cord
IP4004: Wrapped Xylophone
IP4005: Soft Vibraphone
IP4006: Medium Vibraphone
IP4007: Hard Vibraphone",https://www.steveweissmusic.com/products/innovative-sandi-rennick-series-medium-hard-marimba
Innovative Tom Rarick IP3003 Medium Hard Birch Marimba Mallets,MODEL: IP3003,"While the contributions of the front ensemble continue to evolve within the marching idiom, so do the demands of the mallets that are used by their highly talented players. Tom Rarick, percussion arranger for the Bluecoats Drum & Bugle Corps, has assisted Innovative Percussion with the design of this unique series of keyboard mallets.

The Tom Rarick Series marimba mallets from Innovative Percussion feature large round cores wrapped with a light grey synthetic wool-blend yarn, while the vibraphone mallets have cord-wrapped large oval cores. All 7 models are built on slightly larger (11/32"") polished birch handles. The heavier cores increase projection and enhance the fundamental tone, while the larger handles help balance and control.

IP3001 - Soft Marimba
IP3002 - Medium Soft Marimba
IP3003 - Medium Hard Marimba
IP3004 - Hard Marimba
IP3005 - Soft Vibraphone
IP3006 - Medium Vibraphone
IP3007 - Hard VIbraphone",https://www.steveweissmusic.com/products/innovative-tom-rarick-ip3003
Innovative Mark Ford IP812 Medium Soft Birch Marimba Mallets,MODEL: IP812,Innovative Percussion's Mark Ford IP812 Medium Soft mallet gives a Strong Legato sound with very defined fundamentals. This is achieved with a well balanced rubber core covered in fine quality soft yarn mounted on an unfinished birch handle. This allows the player control and ease of play in the performance.,https://www.steveweissmusic.com/products/innovative-mark-ford-ip812
Marimba One Wave Wrap WWXB2 Medium Hard Birch Mallets,N/A,"The WWXB2 is a medium hard mallet with Gray/Sangria colored yarn and birch handles. The highest concentration of yarn is wrapped around the mallet's equator, creating an increased striking surface and a mallet that is more responsive than traditionally wrapped mallets. The Wave Wrap's blend of wool and nylon yarn minimizes contact sound and enhances articulation. Using Wave Wrap technology, the mallet is balanced to facilitate the ease of movement in the player's hand. The double equatorial wrap creates a chevron pattern around the playing surface and a distinctive wave on top of the head - two unique visual signatures for these finest of marimba mallets.",https://www.steveweissmusic.com/products/marimba-one-wave-wrap-medium-hard-birch
Innovative Fundamental Series F2 Hard Marimba Mallets,MODEL: F2,"Innovative Percussion F2 Hard Marimba Mallets feature black painted birch handles, a rubber core to create a full rich tone, and extra durable synthetic yarn.

Manufactured by the leader in high quality keyboard mallets, the Innovative Percussion Fundamental Series Keyboard Mallets were specifically designed with the beginning percussionist and budget conscious band director in mind. This economical series offers the beginning percussionist and band director a line of quality keyboard mallets at an affordable price.

The Fundamental Series is available in 15 different models. All models feature black birch dowels and the two vibraphone models are also available with high quality rattan handles.",https://www.steveweissmusic.com/products/innovative-fundamental-f2-hard-marimba-mallets
Innovative Casey Cangelosi CGL4 Mid-High Register Marimba Mallets,MODEL: CGL4,"Wrapped in an environmentally friendly bamboo-blended cord, the Casey Cangelosi Series Marimba Mallets combines the rich, warm tonal characteristics of yarn with the articulate clarity of cord. These mallets are built on birch dowels with a natural finish and allow for a heavy bass sound without sounding muddy or washy, a delicate touch for lyrical legato passages that speak from the mallet immediately, and a steady timbre throughout the dynamic range. The two softest mallets are also available with a soft yarn wrap.

The CGL4 is intended for the mid to high register of the marimba. This mallet is warm and round with a gentle attack for general playing.",https://www.steveweissmusic.com/products/innovative-casey-cangelosi-cgl4-marimba-mallets
Liberty One Scholastic Series Medium Marimba Mallets,N/A,"These Liberty One Scholastic Series Marimba Mallets feature birch handles and a medium yarn head that is suitable for general playing. They also make great suspended cymbal mallets.

Handles - Birch
Medium Yarn",https://www.steveweissmusic.com/products/liberty-one-marimba-mallets-medium-scholastic
